UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,YEAR
224642,R,25444,R,23868,R,1576,R,2339,R,9,R,25444.0,R,23868.0,R,1576.0,R,2339.0,R,9.0,A,,A,,A,,A,,A,,R,9613,R,38,R,77656593,R,8078.0,R,8941,R,37,R,71996047,R,8052.0,R,672,R,43,R,5660546,R,8423.0,R,9300,R,37,R,66725999,R,7175.0,R,8640,R,36,R,61830181,R,7156.0,R,660,R,42,R,4895818,R,7418.0,R,413,R,2,R,1980247,R,4795.0,R,399,R,2,R,1915975,R,4802.0,R,14,R,1,R,64272,R,4591.0,R,1942.0,R,83.0,R,1929.0,R,82.0,R,1902.0,R,81.0,R,18783130.0,R,9875.0,R,1881.0,R,80.0,R,15536684.0,R,8260.0,R,1881.0,R,80.0,R,15406792.0,R,8191.0,R,85.0,R,4.0,R,129892.0,R,1528.0,R,1127.0,R,48.0,R,3088040.0,R,2740.0,R,56.0,R,2.0,R,158406.0,R,2829.0,R,49.0,R,2.0,R,164472.0,R,3357.0,R,48.0,R,2.0,R,162472.0,R,3385.0,R,1.0,R,0.0,R,2000.0,R,2000.0,2024
224891,R,1748,R,749,R,999,R,267,R,15,R,1748.0,R,749.0,R,999.0,R,267.0,R,15.0,A,,A,,A,,A,,A,,R,1567,R,90,R,3869163,R,2469.0,R,659,R,88,R,3320687,R,5039.0,R,908,R,91,R,548476,R,604.0,R,458,R,26,R,2126200,R,4642.0,R,458,R,61,R,2126200,R,4642.0,R,0,R,0,R,0,A,,R,73,R,4,R,379942,R,5205.0,R,73,R,10,R,379942,R,5205.0,R,0,R,0,R,0,A,,R,145.0,R,54.0,R,144.0,R,54.0,R,144.0,R,54.0,R,911693.0,R,6331.0,R,44.0,R,16.0,R,413065.0,R,9388.0,R,39.0,R,15.0,R,404977.0,R,10384.0,R,5.0,R,2.0,R,8088.0,R,1618.0,R,10.0,R,4.0,R,65237.0,R,6524.0,R,90.0,R,34.0,R,433391.0,R,4815.0,R,8.0,R,3.0,R,68506.0,R,8563.0,R,8.0,R,3.0,R,68506.0,R,8563.0,R,0.0,R,0.0,R,0.0,A,,2024
224961,R,2119,R,1524,R,595,R,227,R,11,R,2119.0,R,1524.0,R,595.0,R,227.0,R,11.0,A,,A,,A,,A,,A,,R,1589,R,75,R,6193037,R,3897.0,R,1075,R,71,R,5517598,R,5133.0,R,514,R,86,R,675439,R,1314.0,R,860,R,41,R,3887069,R,4520.0,R,796,R,52,R,3634683,R,4566.0,R,64,R,11,R,252386,R,3944.0,R,186,R,9,R,1195604,R,6428.0,R,179,R,12,R,1148701,R,6417.0,R,7,R,1,R,46903,R,6700.0,R,205.0,R,90.0,R,205.0,R,90.0,R,205.0,R,90.0,R,1282899.0,R,6258.0,R,132.0,R,58.0,R,801151.0,R,6069.0,R,131.0,R,58.0,R,798751.0,R,6097.0,R,7.0,R,3.0,R,2400.0,R,343.0,R,66.0,R,29.0,R,185368.0,R,2809.0,R,65.0,R,29.0,R,296380.0,R,4560.0,R,25.0,R,11.0,R,109773.0,R,4391.0,R,22.0,R,10.0,R,93273.0,R,4240.0,R,3.0,R,1.0,R,16500.0,R,5500.0,2024
225070,R,4166,R,2862,R,1304,R,410,R,10,R,4166.0,R,2862.0,R,1304.0,R,410.0,R,10.0,A,,A,,A,,A,,A,,R,2034,R,49,R,12038019,R,5918.0,R,1925,R,67,R,11946324,R,6206.0,R,109,R,8,R,91695,R,841.0,R,1342,R,32,R,8535898,R,6361.0,R,1330,R,46,R,8493697,R,6386.0,R,12,R,1,R,42201,R,3517.0,R,370,R,9,R,3585034,R,9689.0,R,370,R,13,R,3585034,R,9689.0,R,0,R,0,R,0,A,,R,397.0,R,97.0,R,395.0,R,96.0,R,391.0,R,95.0,R,2788315.0,R,7131.0,R,247.0,R,60.0,R,1734963.0,R,7024.0,R,247.0,R,60.0,R,1721363.0,R,6969.0,R,42.0,R,10.0,R,13600.0,R,324.0,R,232.0,R,57.0,R,547017.0,R,2358.0,R,316.0,R,77.0,R,506335.0,R,1602.0,R,31.0,R,8.0,R,234545.0,R,7566.0,R,31.0,R,8.0,R,234545.0,R,7566.0,R,0.0,R,0.0,R,0.0,A,,2024
225308,R,5300,R,5249,R,51,R,553,R,10,R,5300.0,R,5249.0,R,51.0,R,553.0,R,10.0,A,,A,,A,,A,,A,,R,2085,R,39,R,19023193,R,9124.0,R,2069,R,39,R,18902418,R,9136.0,R,16,R,31,R,120775,R,7548.0,R,1578,R,30,R,14724142,R,9331.0,R,1568,R,30,R,14623971,R,9327.0,R,10,R,20,R,100171,R,10017.0,R,652,R,12,R,3827148,R,5870.0,R,650,R,12,R,3821177,R,5879.0,R,2,R,4,R,5971,R,2986.0,R,410.0,R,74.0,R,386.0,R,70.0,R,359.0,R,65.0,R,3439862.0,R,9582.0,R,281.0,R,51.0,R,2552307.0,R,9083.0,R,281.0,R,51.0,R,2527972.0,R,8996.0,R,46.0,R,8.0,R,24335.0,R,529.0,R,123.0,R,22.0,R,320542.0,R,2606.0,R,167.0,R,30.0,R,567013.0,R,3395.0,R,102.0,R,18.0,R,502611.0,R,4928.0,R,102.0,R,18.0,R,502611.0,R,4928.0,R,0.0,R,0.0,R,0.0,A,,2024
225371,R,4000,R,2269,R,1731,R,357,R,9,R,4000.0,R,2269.0,R,1731.0,R,357.0,R,9.0,A,,A,,A,,A,,A,,R,3643,R,91,R,9746808,R,2675.0,R,2269,R,100,R,8825048,R,3889.0,R,1374,R,79,R,921760,R,671.0,R,1258,R,31,R,5039939,R,4006.0,R,1258,R,55,R,5039939,R,4006.0,R,0,R,0,R,0,A,,R,673,R,17,R,3785109,R,5624.0,R,673,R,30,R,3785109,R,5624.0,R,0,R,0,R,0,A,,R,314.0,R,88.0,R,281.0,R,79.0,R,228.0,R,64.0,R,1590756.0,R,6977.0,R,187.0,R,52.0,R,1013242.0,R,5418.0,R,172.0,R,48.0,R,987067.0,R,5739.0,R,15.0,R,4.0,R,26175.0,R,1745.0,R,98.0,R,27.0,R,250684.0,R,2558.0,R,98.0,R,27.0,R,326830.0,R,3335.0,R,147.0,R,41.0,R,733614.0,R,4991.0,R,146.0,R,41.0,R,729124.0,R,4994.0,R,1.0,R,0.0,R,4490.0,R,4490.0,2024
225414,R,6108,R,6065,R,43,R,356,R,6,R,6108.0,R,6065.0,R,43.0,R,356.0,R,6.0,A,,A,,A,,A,,A,,R,3762,R,62,R,46924077,R,12473.0,R,3762,R,62,R,46924077,R,12473.0,R,0,R,0,R,0,A,,R,2763,R,45,R,14243462,R,5155.0,R,2763,R,46,R,14243462,R,5155.0,R,0,R,0,R,0,A,,R,1709,R,28,R,11981695,R,7011.0,R,1709,R,28,R,11981695,R,7011.0,R,0,R,0,R,0,A,,C,285.0,C,80.0,R,272.0,R,76.0,R,272.0,R,76.0,R,3435337.0,R,12630.0,R,248.0,R,70.0,R,1203907.0,R,4854.0,R,197.0,R,55.0,R,1165276.0,R,5915.0,R,51.0,R,14.0,R,38631.0,R,757.0,R,182.0,R,51.0,R,1623507.0,R,8920.0,R,119.0,R,33.0,R,607923.0,R,5109.0,R,76.0,R,21.0,R,405895.0,R,5341.0,R,73.0,R,21.0,R,336569.0,R,4611.0,R,7.0,R,2.0,R,69326.0,R,9904.0,2024
225423,R,49749,R,37970,R,11779,R,4450,R,9,R,49749.0,R,37970.0,R,11779.0,R,4450.0,R,9.0,A,,A,,A,,A,,A,,R,19305,R,39,R,96451959,R,4996.0,R,19181,R,51,R,96337526,R,5023.0,R,124,R,1,R,114433,R,923.0,R,17779,R,36,R,81933848,R,4608.0,R,17744,R,47,R,81861240,R,4613.0,R,35,R,0,R,72608,R,2075.0,R,7271,R,15,R,44531176,R,6124.0,R,7262,R,19,R,44488155,R,6126.0,R,9,R,0,R,43021,R,4780.0,R,3077.0,R,69.0,C,3077.0,C,69.0,C,3077.0,C,69.0,R,20825078.0,C,6768.0,R,2640.0,R,59.0,R,16624369.0,R,6297.0,R,2640.0,R,59.0,R,16552369.0,R,6270.0,R,110.0,R,2.0,R,72000.0,R,655.0,R,1459.0,R,33.0,R,3221358.0,R,2208.0,R,576.0,R,13.0,R,979351.0,R,1700.0,R,552.0,R,12.0,R,3133559.0,R,5677.0,R,552.0,R,12.0,R,3133559.0,R,5677.0,R,0.0,R,0.0,R,0.0,A,,2024
225432,R,12891,R,12823,R,68,R,1343,R,10,R,12891.0,R,12823.0,R,68.0,R,1343.0,R,10.0,A,,A,,A,,A,,A,,R,10110,R,78,R,66410182,R,6569.0,R,10108,R,79,R,66406779,R,6570.0,R,2,R,3,R,3403,R,1702.0,R,7118,R,55,R,39521348,R,5552.0,R,7118,R,56,R,39521348,R,5552.0,R,0,R,0,R,0,A,,R,3848,R,30,R,30532521,R,7935.0,R,3848,R,30,R,30532521,R,7935.0,R,0,R,0,R,0,A,,R,1183.0,R,88.0,R,1164.0,R,87.0,R,1126.0,R,84.0,R,11549926.0,R,10257.0,R,953.0,R,71.0,R,6396869.0,R,6712.0,R,948.0,R,71.0,R,6383261.0,R,6733.0,R,20.0,R,1.0,R,13608.0,R,680.0,R,407.0,R,30.0,R,4171712.0,R,10250.0,R,342.0,R,25.0,R,981345.0,R,2869.0,R,286.0,R,21.0,R,1414659.0,R,4946.0,R,283.0,R,21.0,R,1331262.0,R,4704.0,R,8.0,R,1.0,R,83397.0,R,10425.0,2024
225502,R,2708,R,2631,R,77,R,149,R,6,R,2708.0,R,2631.0,R,77.0,R,149.0,R,6.0,A,,A,,A,,A,,A,,R,2044,R,75,R,15162683,R,7418.0,R,2042,R,78,R,15160235,R,7424.0,R,2,R,3,R,2448,R,1224.0,R,1325,R,49,R,7259374,R,5479.0,R,1325,R,50,R,7259374,R,5479.0,R,0,R,0,R,0,A,,R,1024,R,38,R,7656849,R,7477.0,R,1023,R,39,R,7638145,R,7466.0,R,1,R,1,R,18704,R,18704.0,R,135.0,R,91.0,R,135.0,R,91.0,R,124.0,R,83.0,R,1638022.0,R,13210.0,R,104.0,R,70.0,R,596584.0,R,5736.0,R,84.0,R,56.0,R,583618.0,R,6948.0,R,20.0,R,13.0,R,12966.0,R,648.0,R,87.0,R,58.0,R,664088.0,R,7633.0,R,108.0,R,72.0,R,377350.0,R,3494.0,R,42.0,R,28.0,R,286658.0,R,6825.0,R,40.0,R,27.0,R,212002.0,R,5300.0,R,6.0,R,4.0,R,74656.0,R,12443.0,2024
225511,R,37946,R,37175,R,771,R,5214,R,14,R,37946.0,R,37175.0,R,771.0,R,5214.0,R,14.0,A,,A,,A,,A,,A,,R,23039,R,61,R,222052775,R,9638.0,R,22901,R,62,R,220519089,R,9629.0,R,138,R,18,R,1533686,R,11114.0,R,15806,R,42,R,88905468,R,5625.0,R,15798,R,42,R,88880379,R,5626.0,R,8,R,1,R,25089,R,3136.0,R,12021,R,32,R,77264502,R,6427.0,R,11908,R,32,R,76425477,R,6418.0,R,113,R,15,R,839025,R,7425.0,R,4339.0,R,83.0,R,4208.0,R,81.0,R,3846.0,R,74.0,R,46761802.0,R,12159.0,R,2370.0,R,45.0,R,15386784.0,R,6492.0,R,2370.0,R,45.0,R,14716667.0,R,6210.0,R,426.0,R,8.0,R,670117.0,R,1573.0,R,1741.0,R,33.0,R,14567541.0,R,8367.0,R,2910.0,R,56.0,R,16807477.0,R,5776.0,R,1860.0,R,36.0,R,13483777.0,R,7249.0,R,1789.0,R,34.0,R,8967087.0,R,5012.0,R,256.0,R,5.0,R,4516690.0,R,17643.0,2024
225520,R,4136,R,1589,R,2547,R,279,R,7,R,4136.0,R,1589.0,R,2547.0,R,279.0,R,7.0,A,,A,,A,,A,,A,,R,3763,R,91,R,8184840,R,2175.0,R,1431,R,90,R,7468475,R,5219.0,R,2332,R,92,R,716365,R,307.0,R,980,R,24,R,4366499,R,4456.0,R,980,R,62,R,4366499,R,4456.0,R,0,R,0,R,0,A,,R,360,R,9,R,2128359,R,5912.0,R,360,R,23,R,2128359,R,5912.0,R,0,R,0,R,0,A,,R,254.0,R,91.0,R,225.0,R,81.0,R,225.0,R,81.0,R,1686087.0,R,7494.0,R,141.0,R,51.0,R,784539.0,R,5564.0,R,141.0,R,51.0,R,772339.0,R,5478.0,R,21.0,R,8.0,R,12200.0,R,581.0,R,69.0,R,25.0,R,223883.0,R,3245.0,R,116.0,R,42.0,R,677665.0,R,5842.0,R,27.0,R,10.0,R,115785.0,R,4288.0,R,27.0,R,10.0,R,115785.0,R,4288.0,R,0.0,R,0.0,R,0.0,A,,2024
226019,R,6067,R,3133,R,2934,R,772,R,13,R,6067.0,R,3133.0,R,2934.0,R,772.0,R,13.0,A,,A,,A,,A,,A,,R,2495,R,41,R,13568730,R,5438.0,R,2367,R,76,R,13511814,R,5708.0,R,128,R,4,R,56916,R,445.0,R,1925,R,32,R,9813469,R,5098.0,R,1925,R,61,R,9813469,R,5098.0,R,0,R,0,R,0,A,,R,742,R,12,R,4612422,R,6216.0,R,742,R,24,R,4612422,R,6216.0,R,0,R,0,R,0,A,,R,686.0,R,89.0,R,671.0,R,87.0,R,647.0,R,84.0,R,4679353.0,R,7232.0,R,487.0,R,63.0,R,3105908.0,R,6378.0,R,484.0,R,63.0,R,3063908.0,R,6330.0,R,49.0,R,6.0,R,42000.0,R,857.0,R,72.0,R,9.0,R,262057.0,R,3640.0,R,369.0,R,48.0,R,1311388.0,R,3554.0,R,143.0,R,19.0,R,781405.0,R,5464.0,R,143.0,R,19.0,R,781405.0,R,5464.0,R,0.0,R,0.0,R,0.0,A,,2024
226091,R,7998,R,7945,R,53,R,1458,R,18,R,7998.0,R,7945.0,R,53.0,R,1458.0,R,18.0,A,,A,,A,,A,,A,,R,5894,R,74,R,60076073,R,10193.0,R,5849,R,74,R,59907185,R,10242.0,R,45,R,85,R,168888,R,3753.0,R,3718,R,46,R,21521937,R,5789.0,R,3718,R,47,R,21521937,R,5789.0,R,0,R,0,R,0,A,,R,3343,R,42,R,24465127,R,7318.0,R,3343,R,42,R,24465127,R,7318.0,R,0,R,0,R,0,A,,R,1357.0,R,93.0,R,1355.0,R,93.0,R,1326.0,R,91.0,R,16260876.0,R,12263.0,R,823.0,R,56.0,R,5233349.0,R,6359.0,R,822.0,R,56.0,R,5044133.0,R,6136.0,R,69.0,R,5.0,R,189216.0,R,2742.0,R,493.0,R,34.0,R,4449656.0,R,9026.0,R,984.0,R,67.0,R,6577871.0,R,6685.0,R,644.0,R,44.0,R,3827415.0,R,5943.0,R,634.0,R,43.0,R,3385946.0,R,5341.0,R,40.0,R,3.0,R,441469.0,R,11037.0,2024
226107,R,3162,R,1426,R,1736,R,237,R,7,R,3162.0,R,1426.0,R,1736.0,R,237.0,R,7.0,A,,A,,A,,A,,A,,R,1004,R,32,R,5002539,R,4983.0,R,867,R,61,R,4979290,R,5743.0,R,137,R,8,R,23249,R,170.0,R,702,R,22,R,3786211,R,5393.0,R,702,R,49,R,3786211,R,5393.0,R,0,R,0,R,0,A,,R,327,R,10,R,1943576,R,5944.0,R,327,R,23,R,1943576,R,5944.0,R,0,R,0,R,0,A,,R,181.0,R,76.0,R,181.0,R,76.0,R,165.0,R,70.0,R,1039752.0,R,6302.0,R,115.0,R,49.0,R,687374.0,R,5977.0,R,115.0,R,49.0,R,669939.0,R,5826.0,R,19.0,R,8.0,R,17435.0,R,918.0,R,87.0,R,37.0,R,275547.0,R,3167.0,R,57.0,R,24.0,R,76831.0,R,1348.0,R,28.0,R,12.0,R,177040.0,R,6323.0,R,28.0,R,12.0,R,177040.0,R,6323.0,R,0.0,R,0.0,R,0.0,A,,2024
226116,R,3802,R,1455,R,2347,R,321,R,8,R,3802.0,R,1455.0,R,2347.0,R,321.0,R,8.0,A,,A,,A,,A,,A,,R,939,R,25,R,5537767,R,5898.0,R,933,R,64,R,5511902,R,5908.0,R,6,R,0,R,25865,R,4311.0,R,781,R,21,R,3766804,R,4823.0,R,775,R,53,R,3742539,R,4829.0,R,6,R,0,R,24265,R,4044.0,R,274,R,7,R,1859146,R,6785.0,R,274,R,19,R,1859146,R,6785.0,R,0,R,0,R,0,A,,R,256.0,R,80.0,R,254.0,R,79.0,R,229.0,R,71.0,R,1866645.0,R,8151.0,R,185.0,R,58.0,R,1110784.0,R,6004.0,R,185.0,R,58.0,R,1088584.0,R,5884.0,R,52.0,R,16.0,R,22200.0,R,427.0,R,147.0,R,46.0,R,470566.0,R,3201.0,R,79.0,R,25.0,R,285295.0,R,3611.0,R,186.0,R,58.0,R,241383.0,R,1298.0,R,186.0,R,58.0,R,241383.0,R,1298.0,R,0.0,R,0.0,R,0.0,A,,2024
226134,R,10192,R,5086,R,5106,R,1189,R,12,R,10192.0,R,5086.0,R,5106.0,R,1189.0,R,12.0,A,,A,,A,,A,,A,,R,4129,R,41,R,23706663,R,5742.0,R,4129,R,81,R,23706663,R,5742.0,R,0,R,0,R,0,A,,R,3946,R,39,R,21009636,R,5324.0,R,3503,R,69,R,18470134,R,5273.0,R,443,R,9,R,2539502,R,5733.0,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1043.0,R,88.0,R,1043.0,R,88.0,R,1043.0,R,88.0,R,7340634.0,R,7038.0,R,987.0,R,83.0,R,6581792.0,R,6668.0,R,987.0,R,83.0,R,6442892.0,R,6528.0,R,293.0,R,25.0,R,138900.0,R,474.0,R,281.0,R,24.0,R,582236.0,R,2072.0,R,122.0,R,10.0,R,176606.0,R,1448.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,2024
226152,R,7004,R,6502,R,502,R,1362,R,19,R,7004.0,R,6502.0,R,502.0,R,1362.0,R,19.0,A,,A,,A,,A,,A,,R,5763,R,82,R,56769843,R,9851.0,R,5706,R,88,R,56669075,R,9931.0,R,57,R,11,R,100768,R,1768.0,R,4518,R,65,R,26925765,R,5960.0,R,4510,R,69,R,26918651,R,5969.0,R,8,R,2,R,7114,R,889.0,R,1821,R,26,R,10459226,R,5744.0,R,1813,R,28,R,10378112,R,5724.0,R,8,R,2,R,81114,R,10139.0,R,1346.0,R,99.0,R,1346.0,R,99.0,R,1346.0,R,99.0,R,15177297.0,R,11276.0,R,1000.0,R,73.0,R,6415166.0,R,6415.0,R,1000.0,R,73.0,R,6306224.0,R,6306.0,R,212.0,R,16.0,R,108942.0,R,514.0,R,1042.0,R,77.0,R,5073924.0,R,4869.0,R,710.0,R,52.0,R,3688207.0,R,5195.0,R,176.0,R,13.0,R,779813.0,R,4431.0,R,176.0,R,13.0,R,764413.0,R,4343.0,R,2.0,R,0.0,R,15400.0,R,7700.0,2024
226204,R,8143,R,5118,R,3025,R,393,R,5,R,8143.0,R,5118.0,R,3025.0,R,393.0,R,5.0,A,,A,,A,,A,,A,,R,4028,R,49,R,13078818,R,3247.0,R,4028,R,79,R,13078818,R,3247.0,R,0,R,0,R,0,A,,R,2875,R,35,R,9564798,R,3327.0,R,2875,R,56,R,9564798,R,3327.0,R,0,R,0,R,0,A,,R,401,R,5,R,2283173,R,5694.0,R,401,R,8,R,2283173,R,5694.0,R,0,R,0,R,0,A,,R,376.0,R,96.0,R,376.0,R,96.0,R,376.0,R,96.0,R,1547748.0,R,4116.0,R,247.0,R,63.0,R,895177.0,R,3624.0,R,217.0,R,55.0,R,884177.0,R,4075.0,R,30.0,R,8.0,R,11000.0,R,367.0,R,81.0,R,21.0,R,187362.0,R,2313.0,R,243.0,R,62.0,R,465209.0,R,1914.0,R,16.0,R,4.0,R,82728.0,R,5171.0,R,16.0,R,4.0,R,82728.0,R,5171.0,R,0.0,R,0.0,R,0.0,A,,2024
226408,R,4961,R,3344,R,1617,R,454,R,9,R,4961.0,R,3344.0,R,1617.0,R,454.0,R,9.0,A,,A,,A,,A,,A,,R,2050,R,41,R,9674675,R,4719.0,R,1912,R,57,R,9580216,R,5011.0,R,138,R,9,R,94459,R,684.0,R,1345,R,27,R,7665489,R,5699.0,R,1338,R,40,R,7648902,R,5717.0,R,7,R,0,R,16587,R,2370.0,R,136,R,3,R,603806,R,4440.0,R,136,R,4,R,603806,R,4440.0,R,0,R,0,R,0,A,,R,369.0,R,81.0,R,369.0,R,81.0,R,369.0,R,81.0,R,1915372.0,R,5191.0,R,252.0,R,56.0,R,1567461.0,R,6220.0,R,244.0,R,54.0,R,1562461.0,R,6404.0,R,10.0,R,2.0,R,5000.0,R,500.0,R,110.0,R,24.0,R,194975.0,R,1773.0,R,132.0,R,29.0,R,152936.0,R,1159.0,R,4.0,R,1.0,R,14659.0,R,3665.0,R,4.0,R,1.0,R,14659.0,R,3665.0,R,0.0,R,0.0,R,0.0,A,,2024
